Name,Area,Type,Category,Distance_km,Rating,Reviews,Price_from_GHS,Price_source,Phone,Confirmed_Contact,Amenities,Colleges_nearby,Website,Latitude,Longitude,Google_Maps_URL,Image
Canadian Hostel,Kotei,Hostel,Hostel,1.35,3.6,29,,,+233 55 489 8661,,,Agriculture & Natural Resources,,6.666545,-1.562314,https://www.google.com/maps/search/?api=1&query=Canadian%20Hostel&query_place_id=ChIJ2bGbgX6U2w8ROmSeEIMJkW0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdqIZ0Zh8B6AP1r84CoY4mwwa7shUnsY13VzQIQIll-kHXPPeqsDJJ-wL3YqX8f437nYp-E5AyFkeTzTpVAepRK7LDfNcCN6ySHgHZqvHHp_jnjBf5beo4sRyXMeMhzEn_33wE6g=w1920-h1080-k-no
P&G Executive Hostel,Kotei,Hostel,Lodging,2.37,3.6,20,,,+233 24 140 7753,,,Agriculture & Natural Resources,,6.6587014,-1.5571888,https://www.google.com/maps/search/?api=1&query=P%26G%20Executive%20Hostel&query_place_id=ChIJVVVVVX6T2w8RtuGFOOrSI-w,
Orizen Hostel,Kotei,Hostel,Hostel,1.02,3.6,14,,,+233 50 653 7285,,,Agriculture & Natural Resources,,6.6714172,-1.5629055,https://www.google.com/maps/search/?api=1&query=Orizen%20Hostel&query_place_id=ChIJEfhCz3yU2w8RhG74v0QYiBE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEIsH-161v6Td_vGNDYufpfKhe8sDpGd0YNtaPdY_pNOZ_id-a9I4MYNm0-8Kj4f5CrB_ZLGcyEjLMdG6qN0wTKo7VjHVZajEBCCtZFUz9JdWOv-ilrN_9XZNNxSuXQmeZTX0bHBJQxpY=w1920-h1080-k-no
Presidential Lodge,Kotei,Guest house & Hotel,Hostel,1.26,3.6,7,,,,,,Agriculture & Natural Resources,,6.6695728,-1.5613615,https://www.google.com/maps/search/?api=1&query=Presidential%20Lodge&query_place_id=ChIJi81Wz5CV2w8RW7TGfMlHN8k,
Salisberg Hotel,Kotei,Guest house & Hotel,Hotel,2.67,3.5,367,,,+233 24 270 7468,,Laundry service | Parking | Wi-Fi,Agriculture & Natural Resources,,6.6609036,-1.5915781,https://www.google.com/maps/search/?api=1&query=Salisberg%20Hotel&query_place_id=ChIJLXuxm_iT2w8R9MDLLzweR9E,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoLNVsPaaFmbSTb2PqjubWq4cDviUzFjUgd8n5EkhJ6gmGkeMyZvJ3ruoZwEmR6y05Cc1h75NxoSNLJznNNnjMhK32kKh1qMOw7nS-82sWqqOiLabjrOwMGNIZ3KehA_vxtCQ=w1920-h1080-k-no
Choice Guest House,Kotei,Guest house & Hotel,Guest house,2.11,3.5,59,,,+233 24 450 5165,,,Agriculture & Natural Resources,,6.657955,-1.5623234,https://www.google.com/maps/search/?api=1&query=Choice%20Guest%20House&query_place_id=ChIJ6TvF4h-T2w8RzOp0wdxJTlQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdBUBc3EhaUFrV7OdseGGDpvlrIDBfcGA8obpASjbzVvt86f39vvCHNk-FjOZzRsOaFoP35CTjpnEBLnKhfOO7xZtZ8VoB8XIWxIJBHMzDceCAvQhqhe445UeSPHdBYzP8lRw=w1920-h1080-k-no
Amstel Hostel,Kotei,Hostel,Hostel,1.62,3.5,24,,,,,Backup power | Kitchen | Parking | Security | Self-contained | TV,Agriculture & Natural Resources,,6.6703157,-1.5575709,https://www.google.com/maps/search/?api=1&query=Amstel%20Hostel&query_place_id=ChIJ5-40t4eU2w8REJpzmSvoi0w,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5aWJhjzgNafzylO9F7Oo_8TKNFZXpcvH3ztW4l-VQakdClMLPF8kovVJ1SSfoJbCTZ6o5716NNlk83KT9zNgrV3Zxmv7HU6cmmsCovUAQ56bZKDErjDD-ed3sOwx7RxdU93KKAQ=w1920-h1080-k-no
London Mummy Lodge,Kotei,Guest house & Hotel,Lodging,1.18,3.5,20,,,,,,Agriculture & Natural Resources,,6.6711754,-1.5614235,https://www.google.com/maps/search/?api=1&query=London%20Mummy%20Lodge&query_place_id=ChIJ0xg0JX2U2w8RezPPXYQe6CA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGxDbiv17-_loBNqdbX_9LAzcmWKurBYVEv6ZV9Lj39Ivj9sl3lgjTF8yXhKZa0gJ2oAsYxYzEgwQYL_lN7WzhtrolKNM3wcNEIcyfdhkjBgfGilZr66V-daXOsAPtqQu3Fpc=w1920-h1080-k-no
Yvonna Hostel,Kotei,Hostel,Hostel,1.4,3.5,15,,,,,,Agriculture & Natural Resources,,6.6724313,-1.5591195,https://www.google.com/maps/search/?api=1&query=Yvonna%20Hostel&query_place_id=ChIJL8zPBYiU2w8Re6LpcwEn3lc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtdmBLbEb9_t4Wwa1zx_z-YQgbqphDCPo4aRPCVfLtdXf4KG-nvJUO8XQJRbOAVAEnMosRNhAdhQgyEYVIyK41kZdtBXgb84vPbVbKjSC40F-tlt_fC9IavOTSBIN-MdpRZ5Ezyu-Hy2nG=w1920-h1080-k-no
His Majesty Hostel,Kotei,Hostel,Hostel,1.8,3.5,13,,,+233 24 425 2764,,,Agriculture & Natural Resources,,6.6644664,-1.558853,https://www.google.com/maps/search/?api=1&query=His%20Majesty%20Hostel&query_place_id=ChIJ7WUUj4CU2w8RjkixJs2Flnk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2pin7M1HC4SmIfFXDL5icXsBtXee_iuC5dfrFpqHwcv4D2OdwMdgZd1sA56kOOdU6iKjgzQwLJNVOEu4TPON1CliaTQUwjBMFnemf9ktO9NTH4xFOCQRSokC2gU7jNouAqRgn6g=w1920-h1080-k-no
Opoku Sika Hotel,Kotei,Guest house & Hotel,Hotel,1.5,3.5,11,,,,,,Agriculture & Natural Resources,,6.6620107,-1.5663859,https://www.google.com/maps/search/?api=1&query=Opoku%20Sika%20Hotel&query_place_id=ChIJZfmepyWV2w8RN2zckyrLq1Q,
Trinity lodge,Kotei,Guest house & Hotel,Lodging,1.36,3.5,2,,,,,,Agriculture & Natural Resources,,6.6628063,-1.5751487,https://www.google.com/maps/search/?api=1&query=Trinity%20lodge&query_place_id=ChIJ0eNG2HSV2w8R76xLU_GYzsQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWYYw7fU6mv43FUKwsDYgZ-e6guGycJ-6RNr9oZvaLFcqTh29N-T1r3AJ4LA7uA_ptDYi0fYYg0a4lvokZUJpxjqovEZTgt4-hI4b1PAiZ4eoVFDF9XFuzfROQEnlwv2g6KGQ=w1920-h1080-k-no
Shalom Kibbutz Hostel,Kotei,Hostel,Hostel,1.06,3.4,76,,,+233 24 115 8213,,,Agriculture & Natural Resources,,6.6714408,-1.5624688,https://www.google.com/maps/search/?api=1&query=Shalom%20Kibbutz%20Hostel&query_place_id=ChIJnUMH0XyU2w8R1dBIYDNk8wk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFf-53972skvRUckBkCPxHx_cj-7Gdc4NLE49CITTG3SugUvsPxeFUoSx9cN5whXE5krJXHU5XCyoMObsjfQDN4aP8zbB8Zwvo9JRf1tz8RI8ISJcSx3Mlx3caAXT8N4TH3Lau1=w1920-h1080-k-no
Simon Sekyere Hostel,Kotei,Hostel,Hostel,1.59,3.4,5,,,,,,Agriculture & Natural Resources,,6.6645607,-1.5612376,https://www.google.com/maps/search/?api=1&query=Simon%20Sekyere%20Hostel&query_place_id=ChIJ0e2-NBuV2w8RreFsJmqbjl0,
Sagacity Lodge,Kotei,Guest house & Hotel,Hostel,1.3,3.2,36,,,,,Backup power | Kitchen | Laundry service | Security | Study room | Water,Agriculture & Natural Resources,,6.6742754,-1.5598299,https://www.google.com/maps/search/?api=1&query=Sagacity%20Lodge&query_place_id=ChIJKwK9g2KU2w8RkOr7EYx455M,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrijEmkUD39IsX_4RDvZi6ffi-DMD2pSxReiKMRtM7e6xJXesuCubiWx8wJaAEcFHtTB6N7fPcHayFezqQksultf41YNlpK0yNMVSLpigFZGpuvSewdDXXSD6bQViYn2vqB0mS5oSyJVmn=w1920-h1080-k-no
Ebenezer Hostel,Kotei,Hostel,Hostel,1.1,3.1,69,,,+233 27 505 6895,,,Agriculture & Natural Resources,,6.6702927,-1.5626281,https://www.google.com/maps/search/?api=1&query=Ebenezer%20Hostel&query_place_id=ChIJU8705XyU2w8R8SUGZqN38UI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzCa9VZiLWvoGfkxx8MRE952y0Qlr8V_1yYb3j6wSHkErCtmlDynTWGdR7_as3suPX2jClT0q6L75Xav8srMXLD35SoEkZUM9MSMqqE5nAD4m7DTu0X6t1DwIeoZ5jd7NFNilXrg=w1920-h1080-k-no
Brimsdown Hostel,Kotei,Hostel,Hostel,1.09,3,8,,,,,,Agriculture & Natural Resources,,6.6697454,-1.562991,https://www.google.com/maps/search/?api=1&query=Brimsdown%20Hostel&query_place_id=ChIJzevSG_SV2w8RD1oAFt15Nto,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGwn_WNB_7F1gtP5iiM1ddTramCyWs7evgmnLF7guf3mjfO-kPdcMuZq2mtvdVxMTozg6dXIA1QME-7UFkVNfvgpWV3cOuhc-UNhrdqjUe5M0wo8-nPOXOOfcPLYOTHPF2y8oR=w1920-h1080-k-no
Ecowas Hostel,Kotei,Hostel,Hostel,1.48,3,3,,,,,,Agriculture & Natural Resources,,6.6710338,-1.5586842,https://www.google.com/maps/search/?api=1&query=Ecowas%20Hostel&query_place_id=ChIJaZ3i64eU2w8Ro0BRInLOFhk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjmg5o7cznbDS-aZPFiO3gkEbKWpQ0EC8_rMTGE0kstuuKe3MfcwnMNOh1uZsDkt9XWYPfL0qYAHYycX8-a3M3bcv4yVdCOFx1s3lnl7qR9ZkC-P27m-QQ3z354UwkrwbXi9z8=w1920-h1080-k-no
Jkp hostel,Kotei,Hostel,Apartment building,1.63,3,2,,,,,,Agriculture & Natural Resources,,6.6695914,-1.557652,https://www.google.com/maps/search/?api=1&query=Jkp%20hostel&query_place_id=ChIJg14a-D6V2w8RO6P3vQ04N6U,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9egda_I7oxbbayOuakNdL78_02yhb_NIxFZmg4Th195B0nfMmyURNBk16zSObqWm59ufTBRe0hu-1xAyvshYC8HsOjY7FXMQ9Cs9KpId-0OFAsM3dcOuDv0WZG-9wdNirSXdyZA=w1920-h1080-k-no
Maa joyce homestel,Kotei,Hostel,Hostel,1.65,3,1,,,+233 54 896 8993,,,Agriculture & Natural Resources,,6.6621446,-1.5633295,https://www.google.com/maps/search/?api=1&query=Maa%20joyce%20homestel&query_place_id=ChIJY9r3SNmV2w8R3a4YpiEvELg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgOLvFRO309GqAYgVbrwLeXl8MKDy9go8oSc6SBb8oJnD5LpvPCf3fmr211zOvl6ytkajiyvoVjQX28bhNvxSvvLcA_7iMe2Ad_SXF1J-dGKQPzpOVdOHbT6b3sLucXBQLqgVs8Q=w1920-h1080-k-no
Dynamic Hostel,Kotei,Hostel,Hostel,1.2,3,1,,,+233 54 822 5168,,,Agriculture & Natural Resources,,6.6691889,-1.562177,https://www.google.com/maps/search/?api=1&query=Dynamic%20Hostel&query_place_id=ChIJ5XxMJu6V2w8Re3J1rCzCC84,
Adowa Hostel,Kotei,Hostel,Hospital,1.44,,0,,,,,,Agriculture & Natural Resources,,6.6623577,-1.5671061,https://www.google.com/maps/search/?api=1&query=Adowa%20Hostel&query_place_id=ChIJY5pgYXiU2w8R7OOHWxcHHEM,
Premium hostel,Kotei,Hostel,Hostel,1.55,,0,,,,,,Agriculture & Natural Resources,,6.6635153,-1.5629202,https://www.google.com/maps/search/?api=1&query=Premium%20hostel&query_place_id=ChIJG397SgCV2w8Rw08_Ugrg504,
JB Hostel,Kotei,Hostel,Hostel,2.08,,0,,,,,,Agriculture & Natural Resources,,6.6670169,-1.554323,https://www.google.com/maps/search/?api=1&query=JB%20Hostel&query_place_id=ChIJ5ev6TwCV2w8RU7IimBcwJSc,
White Haven hostel,Kotei,Hostel,Hostel,1.83,,0,,,,,,Agriculture & Natural Resources,,6.6678678,-1.5564089,https://www.google.com/maps/search/?api=1&query=White%20Haven%20hostel&query_place_id=ChIJzQb8QACV2w8Rvlrjf_Ad4NE,
Obroni nana hostel,Kotei,Hostel,Hostel,0.92,,0,,,,,,Agriculture & Natural Resources,,6.672549,-1.5635501,https://www.google.com/maps/search/?api=1&query=Obroni%20nana%20hostel&query_place_id=ChIJEeJiWC6V2w8R70zhj3EtISE,
Cedar Hostel,Kotei,Hostel,Hostel,1.24,,0,,,,,,Agriculture & Natural Resources,,6.6678275,-1.5626217,https://www.google.com/maps/search/?api=1&query=Cedar%20Hostel&query_place_id=ChIJE3XcawCV2w8R-OsjBwvLUgI,
Orazin Hostel,Kotei,Hostel,Hostel,0.96,,0,,,,,,Agriculture & Natural Resources,,6.6715018,-1.5634298,https://www.google.com/maps/search/?api=1&query=Orazin%20Hostel&query_place_id=ChIJbT6DOwCV2w8RupUtr3XgX84,
VINEYARD HOSTEL,Kotei,Hostel,Hostel,1.73,,0,,,,,,Agriculture & Natural Resources,,6.6649456,-1.5591822,https://www.google.com/maps/search/?api=1&query=VINEYARD%20HOSTEL&query_place_id=ChIJXwUFOQCV2w8RWNVIqOWoDVY,
KayGee Villa Hostel,Kotei,Hostel,Hostel,2.53,,0,,,,,,Agriculture & Natural Resources,,6.6551036,-1.5596843,https://www.google.com/maps/search/?api=1&query=KayGee%20Villa%20Hostel&query_place_id=ChIJlfUnPlWT2w8R1lyLqHgYsSo,
JF HOSTEL AYEDUASE,Kotei,Hostel,Hostel,2.15,,0,,,,,,Agriculture & Natural Resources,,6.6642196,-1.5551255,https://www.google.com/maps/search/?api=1&query=JF%20HOSTEL%20AYEDUASE&query_place_id=ChIJUSKyOlCV2w8Rt5h89PpC4HE,
Nana Agyemang Hostel,Kotei,Hostel,Hostel,2.12,,0,,,+233 54 950 0000,,,Agriculture & Natural Resources,,6.6620546,-1.5570293,https://www.google.com/maps/search/?api=1&query=Nana%20Agyemang%20Hostel&query_place_id=ChIJp-z0J7KV2w8RjL0GqQE0MGY,
Sandoz Hostel,Kotei,Hostel,Hostel,2.27,,0,,,+233 54 434 1084,,,Agriculture & Natural Resources,,6.6609483,-1.5562861,https://www.google.com/maps/search/?api=1&query=Sandoz%20Hostel&query_place_id=ChIJty8ICJeT2w8R14x5va_4tmA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEI7_cj-Q8GX_Msoz5Ld4-UGsawXw5QvAAPXnqku-PgZZBFBqgH0gT4pQKuSICuOSvpzz03Qun7Zg3HRhCdrsz_fYmW3q9xSjE1xMncPW6uzN_ztUJ-oukbdiaNaCPPERtjVbB1=w1920-h1080-k-no
Wood Studio Hostel- Kumasi,Kotei,Hostel,Hostel,1.78,,0,,,+233 55 342 0454,,,Agriculture & Natural Resources,,6.6642769,-1.5591718,https://www.google.com/maps/search/?api=1&query=Wood%20Studio%20Hostel-%20Kumasi&query_place_id=ChIJ-UKk3u2V2w8RZOmpx2BP26Q,
Minka Hostel,Kotei,Hostel,Hostel,2.07,,0,,,,,,Agriculture & Natural Resources,,6.6650022,-1.5555159,https://www.google.com/maps/search/?api=1&query=Minka%20Hostel&query_place_id=ChIJC3C-4pOV2w8RlS1-WqMMuBI,
Maatess Homestel,Kotei,Hostel,Hostel,1.77,,0,,,,,,Agriculture & Natural Resources,,6.66806,-1.5569033,https://www.google.com/maps/search/?api=1&query=Maatess%20Homestel&query_place_id=ChIJRVfHIgCV2w8R7zyLfhyKzjI,
FLINT EXCLUSIVE (NEW) KOTEI - GYINYASI ROAD,Kotei,Hostel,Hostel,1.55,,0,,,,,,Agriculture & Natural Resources,,6.6618655,-1.5657683,https://www.google.com/maps/search/?api=1&query=FLINT%20EXCLUSIVE%20(NEW)%20KOTEI%20-%20GYINYASI%20ROAD&query_place_id=ChIJt_ogVwCV2w8RNmUpmUjSXOU,
Triple M&E Hostel,Kotei,Hostel,Hostel,1.73,,0,,,+233 24 201 8199,,,Agriculture & Natural Resources,,6.6608091,-1.5641832,https://www.google.com/maps/search/?api=1&query=Triple%20M%26E%20Hostel&query_place_id=ChIJk2woRgCT2w8RHQiDr5S6Nuk,
Nobles hostel,Kotei,Hostel,Hostel,1.62,,0,,,,,,Agriculture & Natural Resources,,6.6676391,-1.5586124,https://www.google.com/maps/search/?api=1&query=Nobles%20hostel&query_place_id=ChIJpzlrWNCV2w8R905jE8J35jU,
SMART LINK EXECUTIVE HOSTEL AND APARTMENT,Kotei,Apartment / Self-contained,Hostel,2.18,,0,,,,,,Agriculture & Natural Resources,,6.6591631,-1.5593509,https://www.google.com/maps/search/?api=1&query=SMART%20LINK%20EXECUTIVE%20HOSTEL%20AND%20APARTMENT&query_place_id=ChIJf-QoLACT2w8RWuexv5pgC6g,
Natby Suites Hostel,Kotei,Hostel,Hostel,2.62,,0,,,+233 24 720 9869,,,Agriculture & Natural Resources,,6.6547883,-1.5585392,https://www.google.com/maps/search/?api=1&query=Natby%20Suites%20Hostel&query_place_id=ChIJm52BqNWT2w8R5nvHuh6oAts,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOIum6oCWDjszodW5G9byOwSOtPIfs2Hq3RnPuVe2kq1xB_eDN5jiWApZ-rmyKg3BlxAbr62ls4reeLgEg0q3DCkf_D2BeBRQo4PBkPbxAejsy6Me1jVPlgOY9IbERN_5LjAEg=w1920-h1080-k-no
SUNSHINE STATE HOSTEL / EDUCATIONAL COMPLEX LIMITED,Kotei,Hostel,Educational institution,2.36,,0,,,,,,Agriculture & Natural Resources,,6.6595097,-1.5564747,https://www.google.com/maps/search/?api=1&query=SUNSHINE%20STATE%20HOSTEL%20%2F%20EDUCATIONAL%20COMPLEX%20LIMITED&query_place_id=ChIJL6gos-mT2w8RTKY92D06AWc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYBN-MB5ufXHXASqtMU3vPHFC-uGM4OnTmvPFIuTDEfwPUQMZ5gjc7dP6j6z5-UcPFKB3omT4sr3sxooD2OXCCCyQtQ44JTQ4Xv8Kwmo87IWpP5Zp3fgGGQXqvQM1cZSB-TwSD=w1920-h1080-k-no
Cambridge House,Kotei,Hostel,Hostel,1.67,,0,,,,,,Agriculture & Natural Resources,,6.6672357,-1.5583165,https://www.google.com/maps/search/?api=1&query=Cambridge%20House&query_place_id=ChIJ1xjLRACV2w8Rku3vKC-cXFM,
Adu Kwaining Hostel,Kotei,Hostel,Hostel,1.35,,0,,,+233 24 934 3329,,,Agriculture & Natural Resources,,6.6626333,-1.5740672,https://www.google.com/maps/search/?api=1&query=Adu%20Kwaining%20Hostel&query_place_id=ChIJ9-UpdtmV2w8Rz4gb_98D7pc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1uvQF9rWd6ClxbVEcpdNgihWgeHE_e3z31m5m4iZyj3otsvAFomfkAM5dN7KLyqkk2_TIbuUCFqRsY7aaZ3R1-OkaR437gPDwmBBEWwnVp4HPc9QrmCrboBxD_1tYFu3tyxK1=w1920-h1080-k-no
Destiny View Hostel,Oduom,Hostel,Lodging,3.58,3.7,130,2300,getrooms.co,0241676204,yes,Kitchen | Study room | Water | Wi-Fi,Agriculture & Natural Resources,,6.7002654,-1.5521242,https://www.google.com/maps/search/?api=1&query=Destiny%20View%20Hostel&query_place_id=ChIJmV5WWnKV2w8RFZYRFYkYD1U,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8b9Lg8qbOG1z9HtLgchHcEzPh5oBdDUdwNlLybe5FpMqaUnxNJDZu4QN_Q0S7mLa1UdcgBrgGQhOyt-3GPCNJakgMeqjY52NC8NUbMtLn5zfvVNrOPWlUgYNHKGBUNqzh7VgCpg=w1920-h1080-k-no
JIM NUR Lodge,Oduom,Guest house & Hotel,Hotel,4.69,5,5,,,+233 53 560 5942,,,Agriculture & Natural Resources,,6.6976785,-1.5361229,https://www.google.com/maps/search/?api=1&query=JIM%20NUR%20Lodge&query_place_id=ChIJaeI2WACV2w8Rz-_X92--aao,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG54Lnja_U7OgE34nVqG4O6DCOSSE3XjIA4vGeBhkanBTQ-KgIZYIiUM1inTkhPDM8U6uGbDSkI6VjOreHXmnMzlgfF2Kf-OL4Ji8clEafn9UiemO-Q9dafoeL7aVcJnJxHg8pZX85-ki0=w1920-h1080-k-no
Pelikan Hostel,Oduom,Hostel,Hostel,3.77,4.1,74,,,+233 24 546 6100,,Kitchen | Parking | Security | Study room | TV | Water,Agriculture & Natural Resources,,6.7013088,-1.5507577,https://www.google.com/maps/search/?api=1&query=Pelikan%20Hostel&query_place_id=ChIJ3Xra2PyU2w8RpBC3vaVUOtc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6i4oOV5M-h9EfJufrN1iQE6y-RfSE2uGVTaBW0bWzUS_EmAWWb4AoPw9-FMLVQkad58IlQhTMI6lkKb5ckUPu-Gc7Y_p5uq2VirrHXxIoUOOU6ZLNaiaasaNCAmTf4radhpUb5A=w1920-h1080-k-no
Royal Basin Resort,Oduom,Guest house & Hotel,Hotel,3.77,4,254,,,+233 54 012 2865,,Air-conditioned | Airport shuttle | Laundry service | Parking | Pool | Restaurant | Wi-Fi,Agriculture & Natural Resources,http://www.royalbasinresort.com/,6.6920047,-1.5423947,https://www.google.com/maps/search/?api=1&query=Royal%20Basin%20Resort&query_place_id=ChIJJ9jJLO-U2w8R5qp994y9OFU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7KBAI3Y9chSoW1w8g3TUQgONBHGp7iJZ8tMLQu-l7q47GbURY_xy3N-VvIOGcX4GRPc_7lOeEP5TvOeodzdpOEn_bT4R9WrYXJQPye24cr7be_jwOIK6mIR5uHYqoFDJ_AgU6CfTNj7Q=w1920-h1080-k-no
LaRosa Executive Guesthouse,Oduom,Guest house & Hotel,Guest house,4.63,4,128,,,+233 24 591 7670,,Free breakfast | Parking | Restaurant | Wi-Fi,Agriculture & Natural Resources,,6.6969888,-1.5363385,https://www.google.com/maps/search/?api=1&query=LaRosa%20Executive%20Guesthouse&query_place_id=ChIJkfeHXtyU2w8R8aWrHl1J4UY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGe4Swq0-k-wLg1DnBrvGb3JgJqre0U_moScqG6ud7awGZIUIejWX7KeuZcZsRr9Ie3LhstxS2hZUbssYyDMrsGHN9Lp8NzMILM_OT_8lE2ThA32pLsixHiiV_Pw4v7cVr0nl98rw=w1920-h1080-k-no
Esperstar hostel,Oduom,Hostel,Hostel,1.35,3.9,10,,,,,,Agriculture & Natural Resources,,6.6817866,-1.5813916,https://www.google.com/maps/search/?api=1&query=Esperstar%20hostel&query_place_id=ChIJu7OX8rSV2w8R-KQZiwOITm0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuiRDUL8PlTNcG5c3ufthpJh5h9HFJhBsT3fQzee1J9XUEVupADzVfIZGVe3HmBHGQNeqychbZlfN0hAL_0JLlGhSfmqW_Ht3eZgTWBPAva5S-uwc2QR3b_GCoRzZomGigbj_niw=w1920-h1080-k-no
Kuapa Kokoo Guest House,Oduom,Guest house & Hotel,Guest house,5.07,3.8,81,,,,,,Agriculture & Natural Resources,,6.7017743,-1.5348253,https://www.google.com/maps/search/?api=1&query=Kuapa%20Kokoo%20Guest%20House&query_place_id=ChIJWfP8H_2T2w8Rnbllxpgx3kU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlVBE-9wdDndS1EYHjJdZQDub17hNN6mapagI_Noiau4cK9i1rzDX7trtXtVPlqGkqm2pB1wWAhUdSPlE5g7aMkgzr1YBWPodao7vHTQt5aGf1-vYgYi9cuY8KNoMM3p4f8DoS=w1920-h1080-k-no
Maplewood Hotel Ghana,Oduom,Guest house & Hotel,Lodging,4.2,3.7,108,,,+233 24 613 9129,,Air-conditioned | Wheelchair access,Agriculture & Natural Resources,,6.6964339,-1.5406363,https://www.google.com/maps/search/?api=1&query=Maplewood%20Hotel%20Ghana&query_place_id=ChIJf94Ke-eU2w8Rc3G3OIPhzdU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr3i5Nyo_zCrn1LhIM9E0gS_JXGPdZqY58b4VslXp_GeYBRCMbWYhMuSMdP6f2z6RmN3VdoKFEsayFbURGWIwFbUw7vWJF-PpOH5VB2Mt6br4lfxV8PKx5wiPu887KwAiCY_hT=w1920-h1080-k-no
Higgins Memorial Lodge,Oduom,Guest house & Hotel,Guest house,3.39,3.7,16,,,+233 20 812 4531,,,Agriculture & Natural Resources,,6.6910468,-1.5458105,https://www.google.com/maps/search/?api=1&query=Higgins%20Memorial%20Lodge&query_place_id=ChIJfZIh5DmX2w8Rt6iooIBNiYQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYMy23rOmISGM9HTwwteehMCt7enLIwbJdJDUT2NtpVGah1Sy1p6kNN0EVtB1UmruX0fPtDXuB6O-xx1CHEt1Y7aPNhh867hk66p10PriE8JXsllcFHBkKyNt7d3DXnoaPDI07CQ=w1920-h1080-k-no
Aches Hotel,Oduom,Guest house & Hotel,Hotel,5.11,3.1,63,,,+233 54 817 6446,,,Agriculture & Natural Resources,http://www.acheshotel.com/,6.691157,-1.5285018,https://www.google.com/maps/search/?api=1&query=Aches%20Hotel&query_place_id=ChIJ9xhIqc-U2w8RS1BHOod_9d4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6ZpnhQR2XPfINhZ_B2W_ydMUHOPnPMx3Jvhp0zMmKsgjS4Wl8SAkTyhQV0ObDU5Bu8HJd3KBHGVarM2Kobf0J3EyUGpNHXouZnPO1KXKa5KV0oLifq8pSOKgLA5vPndHw1WGR=w1920-h1080-k-no
Friendship Guest House,Oduom,Guest house & Hotel,Guest house,3.32,2.7,7,,,,,,Agriculture & Natural Resources,,6.6906596,-1.5462881,https://www.google.com/maps/search/?api=1&query=Friendship%20Guest%20House&query_place_id=ChIJl3lecsaV2w8RUzGuneiU5HA,
Kwamo Near my VIEW GUESTHOUSE,Oduom,Guest house & Hotel,Hotel,4.35,,0,,,,,,Agriculture & Natural Resources,,6.697235,-1.5395565,https://www.google.com/maps/search/?api=1&query=Kwamo%20Near%20my%20VIEW%20GUESTHOUSE&query_place_id=ChIJZ6DqVgCV2w8Rj5089iqskL0,
F.K NSIAH HOTEL,Oforikrom,Guest house & Hotel,Hotel,3.13,5,11,,,+233 54 040 5358,,,Engineering | Humanities & Social Sciences (KSB),,6.6811259,-1.599182,https://www.google.com/maps/search/?api=1&query=F.K%20NSIAH%20HOTEL&query_place_id=ChIJQyzyV8iX2w8RyiqcC9fCWWM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpl76wXjqAwK1qj8UWyoVAovMADm4kdkI2zIqdRwsVZGRaBgO_4MqAvFOgTHxYtE6EUPHsodkVLrTAdkhO-io1Yil7KcVa3tLWH0wqGjWFpOTH0L-5J1Vx5TrYqiCN5PSC7PwkubU8LLPF=w1920-h1080-k-no
